Total Number of Aligned Reads:	116744	Total Number of Mapped Genomes:	4827
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|1210046	5.76742633307e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	2.75509035041e-05	1.42356543694e-05	1.6619272337	8.56575070239e-06	4.2828753512e-05
ti|1265502	5.60589230471e-05	0.000111354759131	13.0	0.000111354759131	0.0	2.50080745269e-05	5.80773331407e-05	6.78018018018	5.13945042143e-05	3.42630028096e-05
ti|296	4.97264969302e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	3.94595166982e-05	2.00379712574e-05	2.33931291647	8.56575070239e-06	0.000137052011238
ti|936455	4.93296716033e-05	0.000119920509833	14.0	0.000119920509833	0.0	1.68036566884e-05	4.72333395429e-05	5.5142089916	3.42630028096e-05	6.85260056191e-05
ti|680646	4.93224987275e-05	4.2828753512e-05	5.0	4.2828753512e-05	0.0	5.31441084209e-05	3.87998035768e-05	4.52964426877	3.42630028096e-05	2.56972521072e-05
ti|441620	4.51719556862e-05	3.42630028096e-05	4.0	3.42630028096e-05	0.0	4.2256885385e-05	3.73749129196e-05	4.36329683389	2.56972521072e-05	9.42232577263e-05
ti|1341679	4.50127455599e-05	3.42630028096e-05	4.0	3.42630028096e-05	0.0	3.04992717645e-05	1.49318724021e-05	1.74320651171	8.56575070239e-06	8.56575070239e-05
ti|1123504	4.36264697743e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	1.88038505972e-05	1.89605886687e-05	2.21353496353	8.56575070239e-06	5.13945042143e-05
ti|451640	4.31707862382e-05	4.2828753512e-05	5.0	4.2828753512e-05	0.0	2.53946812866e-05	1.57038762877e-05	1.83333333333	8.56575070239e-06	2.56972521072e-05
ti|1123016	4.26405945375e-05	4.2828753512e-05	5.0	4.2828753512e-05	0.0	5.88739258279e-05	9.07117203244e-05	10.5900490775	5.99602549167e-05	0.000205578016857
ti|78245	4.22224170794e-05	3.42630028096e-05	4.0	1.71315014048e-05	1.71315014048e-05	7.55944804382e-06	3.11718145309e-06	0.363912231559	0.0	2.56972521072e-05
ti|571	4.17480671493e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	0.000238423649044	0.000109775357051	12.8156142835	0.0	0.00222709518262
ti|562983	4.1633651846e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	9.89283309917e-05	4.73829394373e-05	5.53167388167	0.0	0.000342630028096
ti|1121364	4.15450434012e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	0.00140854698994	0.000647637686585	75.6078140827	0.0	0.00292092098952
ti|883169	4.12849334254e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	5.09279064779e-05	2.57980256448e-05	3.01176470588	2.56972521072e-05	8.56575070239e-06
ti|179408	4.12345896661e-05	5.13945042143e-05	6.0	5.13945042143e-05	0.0	4.11231275464e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0
ti|243230	4.0611740583e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	1.71983977556e-05	1.92729390804e-05	2.25	1.71315014048e-05	8.56575070239e-06
ti|1197906	3.73681337339e-05	5.99602549167e-05	7.0	5.99602549167e-05	0.0	2.57726659017e-05	1.84589628158e-05	2.15497315497	1.71315014048e-05	2.56972521072e-05
ti|279238	3.12760166839e-05	3.42630028096e-05	4.0	2.56972521072e-05	8.56575070239e-06	2.19303802364e-05	9.37493093069e-06	1.09446693657	8.56575070239e-06	1.71315014048e-05
ti|1697787	3.08980399605e-05	2.56972521072e-05	3.0	1.71315014048e-05	8.56575070239e-06	3.20040511257e-05	1.8306005153e-05	2.13711626558	1.71315014048e-05	5.99602549167e-05
ti|525260	3.06468589825e-05	5.13945042143e-05	6.0	5.13945042143e-05	0.0	0.00232601197169	0.00102262778475	119.385658103	1.71315014048e-05	0.0068012060577
ti|307486	2.89828316259e-05	3.42630028096e-05	4.0	3.42630028096e-05	0.0	2.30537769182e-05	2.5813005495e-05	3.01351351351	2.56972521072e-05	8.56575070239e-06
ti|1194083	2.69534773841e-05	0.000119920509833	14.0	0.000119920509833	0.0	8.33687777641e-05	0.00019378963724	22.62377741	0.000265538271774	6.85260056191e-05
ti|1706231	2.69163454731e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	2.74788094621e-05	1.39193448914e-05	1.625	8.56575070239e-06	1.71315014048e-05
ti|66712	2.68147878425e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	1.03386051099e-05	4.2828753512e-06	0.5	0.0	8.56575070239e-06
ti|160488	2.6455418541e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	3.7001681496e-05	4.09958642202e-05	4.78602117253	1.71315014048e-05	0.000188446515453
ti|1069534	2.55895586916e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	0.000296817357387	0.000161619905988	18.8681543046	0.0	0.00193585965874
ti|358	2.5319755493e-05	5.13945042143e-05	6.0	5.13945042143e-05	0.0	3.70855459505e-06	2.03002693117e-05	2.36993464052	1.71315014048e-05	2.56972521072e-05
ti|1736393	2.4638585499e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.16565644039e-05	3.55264293856e-05	4.14749747219	2.56972521072e-05	3.42630028096e-05
ti|74031	2.43029782532e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	7.0786925615e-05	4.57924309702e-05	5.34599156118	1.71315014048e-05	7.70917563215e-05
ti|334413	2.42722616214e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.71037457738e-05	2.05137237488e-05	2.39485416533	1.71315014048e-05	0.000137052011238
ti|1074049	2.41998633128e-05	5.99602549167e-05	7.0	5.13945042143e-05	8.56575070239e-06	5.77712036908e-05	6.30814353197e-05	7.36437908497	5.13945042143e-05	5.13945042143e-05
ti|1223524	2.38041928187e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	4.56853804055e-05	7.70485045768e-06	0.899495061832	0.0	0.000171315014048
ti|1478	2.34313349358e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	0.000139379373666	7.58452996348e-05	8.85448366056	0.0	0.000762351812513
ti|1385520	2.33985864106e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	1.52054961471e-05	6.5121303354e-06	0.760252143876	0.0	9.42232577263e-05
ti|1072256	2.30640666282e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	0.000521923775648	0.000111689802477	13.0391143003	0.0	0.00270677722196
ti|1523430	2.27808238896e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.37623872288e-05	9.93014708716e-06	1.15928509154	8.56575070239e-06	2.56972521072e-05
ti|1245469	2.26895353201e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	8.43960117997e-06	3.08515987015e-06	0.360173903881	0.0	4.2828753512e-05
ti|172043	2.24580582979e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	2.09310656726e-05	1.99867516389e-05	2.33333333333	1.71315014048e-05	8.56575070239e-06
ti|398525	2.24319978765e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	4.19753798292e-05	4.29637951563e-05	5.01576530173	2.56972521072e-05	0.000102789008429
ti|1449347	2.24062392568e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	9.75139801219e-06	3.04792052669e-06	0.355826433968	0.0	0.000239841019667
ti|63737	2.23584045631e-05	3.42630028096e-05	4.0	3.42630028096e-05	0.0	1.95546721121e-05	1.30801328293e-05	1.52702702703	8.56575070239e-06	1.71315014048e-05
ti|500632	2.23521542265e-05	4.2828753512e-05	5.0	4.2828753512e-05	0.0	0.000720482682347	0.000379622970516	44.3187040699	2.56972521072e-05	0.0064500102789
ti|1123356	2.23285832897e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	5.31498713072e-06	1.02789008429e-05	1.2	8.56575070239e-06	8.56575070239e-06
ti|122202	2.23106411284e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.97302406805e-05	1.13888725662e-05	1.32958253886	8.56575070239e-06	0.000145617761941
ti|114090	2.21664763061e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	0.00018939733218	0.000111587828717	13.0272094757	0.0	0.00175597889399
ti|1276755	2.20833683834e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	4.794258451e-05	2.9416426833e-05	3.43419133419	1.71315014048e-05	0.000111354759131
ti|1420591	2.20129010992e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.37978301498e-05	1.20262347195e-05	1.4039907461	8.56575070239e-06	3.42630028096e-05
ti|1690248	2.18325052674e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	0.000203486502624	9.72255786869e-05	11.3505029582	0.0	0.00226135818543
ti|1274	2.18267871046e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	2.75865013949e-05	1.9386478893e-05	2.26325509189	1.71315014048e-05	5.99602549167e-05
ti|389348	2.18148198338e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.0585578483e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|266265	2.18032840205e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.31903470321e-05	1.00326492903e-05	1.17125160875	8.56575070239e-06	3.42630028096e-05
ti|1736443	2.15945373265e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	9.84374651394e-06	4.2828753512e-06	0.5	0.0	8.56575070239e-06
ti|1265861	2.15756767267e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.32988129201e-05	1.26017907507e-05	1.4711834594	8.56575070239e-06	9.42232577263e-05
ti|411459	2.15179491434e-05	4.2828753512e-05	5.0	4.2828753512e-05	0.0	1.72231842879e-05	1.72039808338e-05	2.00846153846	8.56575070239e-06	0.000171315014048
ti|1121105	2.15021248953e-05	6.85260056191e-05	8.0	6.85260056191e-05	0.0	3.34287464944e-05	3.69016077047e-05	4.30804128988	1.71315014048e-05	0.000291235523881
ti|398578	2.13450949887e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	4.933573583e-05	2.12484969732e-05	2.48063453063	8.56575070239e-06	0.000111354759131
ti|1217988	2.10715708608e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	1.22132778347e-05	1.33225593951e-05	1.55532887402	0.0	6.85260056191e-05
ti|936140	2.09572534956e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	1.11679357899e-05	5.15258507576e-06	0.601533392085	0.0	0.000128486260536
ti|1182568	2.08639273211e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	1.7520883654e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|411483	2.0811995319e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	9.20086851663e-06	4.2828753512e-06	0.5	0.0	8.56575070239e-06
ti|1292373	2.07289507442e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	3.56533522545e-05	1.28486260536e-05	1.5	8.56575070239e-06	2.56972521072e-05
ti|925409	2.0707985975e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.07080800768e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0
ti|649760	2.06718065273e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	7.04481512128e-05	3.67735661198e-05	4.29309320309	0.0	0.000959364078668
ti|1229781	2.06712432508e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.23205987151e-05	1.11790462901e-05	1.30508658009	8.56575070239e-06	4.2828753512e-05
ti|908338	2.06357681034e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	9.18063323215e-05	4.22887277498e-05	4.93695523243	8.56575070239e-06	0.000334064277393
ti|1348657	2.06194734978e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	0.00224686680516	0.00101571204641	118.578287146	0.0	0.0439423011033
ti|580327	2.06166668874e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	0.00195447770867	0.000884964415424	103.314285714	8.56575070239e-06	0.00431713835401
ti|1403343	2.06133809061e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.0648941418e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|1249481	2.06131134095e-05	4.2828753512e-05	5.0	4.2828753512e-05	0.0	0.00220585441598	0.000997462238661	116.44773159	0.0	0.0431542520386
ti|198804	2.0612988941e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.04462433782e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|1304877	2.06098098435e-05	0.000111354759131	13.0	0.000111354759131	0.0	2.81342170501e-05	8.48447721725e-05	9.90511808251	7.70917563215e-05	5.99602549167e-05
ti|1163419	2.06082550373e-05	5.99602549167e-05	7.0	5.99602549167e-05	0.0	2.034546671e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|1192054	2.06080681401e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	2.06073548855e-05	1.74741314329e-05	2.04	1.71315014048e-05	8.56575070239e-06
ti|1172194	2.06076173527e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.06079906013e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|573065	2.06075963974e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.0407289982e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|1577686	2.0607222126e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	0.00660678431933	0.00283724504327	331.231335331	0.0	0.027256218735
ti|1219058	2.06070947772e-05	3.42630028096e-05	4.0	3.42630028096e-05	0.0	2.28811353455e-05	3.16932775988e-05	3.7	2.56972521072e-05	1.71315014048e-05
ti|272630	2.06070747884e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	3.96512449024e-05	1.81019738392e-05	2.11329683389	8.56575070239e-06	8.56575070239e-05
ti|938288	2.06070747877e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.38559004681e-05	1.01786547343e-05	1.1882968683	8.56575070239e-06	5.99602549167e-05
ti|1574409	2.06070747877e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.15018543494e-05	9.40952913293e-06	1.09850606909	8.56575070239e-06	2.56972521072e-05
ti|1035195	2.06070747877e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	0.000333298637775	0.000157865425278	18.4298412086	8.56575070239e-06	0.00120777084904
ti|1117379	2.06069756938e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.00692876305e-05	8.56575070239e-06	1.0	8.56575070239e-06	8.56575070239e-06
ti|693973	2.05857845317e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.06258093553e-05	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|1736413	1.35170091631e-05	1.71315014048e-05	2.0	1.71315014048e-05	0.0	1.12182263239e-05	2.00727105039e-05	2.34336851506	0.0	0.000154183512643
ti|266748	1.1918272877e-05	2.56972521072e-05	3.0	2.56972521072e-05	0.0	1.05259652297e-05	1.74374210727e-05	2.03571428571	1.71315014048e-05	8.56575070239e-06
ti|194867	1.06984559451e-05	8.56575070239e-06	1.0	0.0	8.56575070239e-06	0.00978137358554	0.00427798614277	499.429214252	0.0	0.0396165969986
ti|546414	6.596790879e-06	2.56972521072e-05	3.0	2.56972521072e-05	0.0	1.1938732638e-05	2.8695264853e-05	3.35	2.56972521072e-05	1.71315014048e-05
ti|543877	3.54587575133e-06	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.00282746534e-06	8.7160270305e-06	1.01754385965	0.0	1.71315014048e-05
ti|1505605	3.4547009005e-06	2.56972521072e-05	3.0	2.56972521072e-05	0.0	0.0273914642126	0.0119748733128	1397.99461002	1.71315014048e-05	0.0922445693141
ti|361183	3.43558503357e-06	1.71315014048e-05	2.0	1.71315014048e-05	0.0	1.29495229771e-06	5.86077679637e-06	0.684210526316	0.0	2.56972521072e-05
ti|1051973	2.70646242731e-06	2.56972521072e-05	3.0	2.56972521072e-05	0.0	2.8028086713e-05	3.0724105169e-05	3.58685493385	1.71315014048e-05	0.000299801274584
ti|1469948	2.48652001137e-06	2.56972521072e-05	3.0	2.56972521072e-05	0.0	1.21208962772e-06	8.56575070239e-06	1.0	0.0	8.56575070239e-06
ti|388919	2.46674997167e-06	1.71315014048e-05	2.0	1.71315014048e-05	0.0	2.09013331266e-05	2.11014165007e-05	2.46346376796	8.56575070239e-06	0.000231275268965
ti|666686	2.45669178067e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.55490309544e-05	9.45185203566e-06	1.10344701405	8.56575070239e-06	3.42630028096e-05
ti|365046	2.27016483857e-06	1.71315014048e-05	2.0	1.71315014048e-05	0.0	5.55769992166e-06	1.85734461432e-05	2.16833839654	1.71315014048e-05	3.42630028096e-05
ti|1736215	2.02048823134e-06	1.71315014048e-05	2.0	1.71315014048e-05	0.0	3.36811257547e-05	3.0677522952e-05	3.5814167395	1.71315014048e-05	0.000171315014048
ti|307480	1.74445424753e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	0.00213687354359	0.00109694326057	128.061544012	7.70917563215e-05	0.00472829438772
ti|864069	1.73742773337e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	4.587503933e-06	1.15953422527e-05	1.35368663594	8.56575070239e-06	2.56972521072e-05
ti|1416752	1.72924159199e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	2.36690779806e-06	8.66199509231e-06	1.01123595506	8.56575070239e-06	8.56575070239e-06
ti|1736528	1.728113318e-06	2.56972521072e-05	3.0	2.56972521072e-05	0.0	1.42563063106e-05	4.03448057768e-05	4.7100140056	2.56972521072e-05	8.56575070239e-05
ti|697303	1.72428912092e-06	1.71315014048e-05	2.0	1.71315014048e-05	0.0	0.00142987325537	0.000720502001938	84.1142857143	5.99602549167e-05	0.00334064277393
ti|1410619	1.72307737207e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	0.000636195429762	0.000308939273928	36.0668065954	0.0	0.00646714178031
ti|411903	1.72203920316e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	1.72179001366e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|1090379	1.72179842241e-06	5.13945042143e-05	6.0	5.13945042143e-05	0.0	2.2072902412e-05	5.59433097344e-05	6.53104575163	2.56972521072e-05	0.000119920509833
ti|292913	1.72179086475e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	1.85991433398e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0
ti|1078483	1.72104057172e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	1.98628967538e-06	9.28732209308e-06	1.08423913043	8.56575070239e-06	1.71315014048e-05
ti|989396	1.68183562278e-06	7.70917563215e-05	9.0	7.70917563215e-05	0.0	2.3377280041e-05	0.000218426642911	25.5	0.00021414376756	4.2828753512e-05
ti|1401064	1.54746174398e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	0.000324650841096	0.000245299759916	28.6372751717	8.56575070239e-06	0.00299801274584
ti|1768108	1.33651266337e-06	8.56575070239e-06	1.0	8.56575070239e-06	0.0	6.91994622238e-06	5.85326297997e-06	0.683333333333	0.0	2.56972521072e-05
